DOI,f_avg_core_width_,f_Ms_emu_g_MNP,f_Hc_,c_core_composition,c_dopant_element_1,c_dopant_element_2,c_is_coated,f_H_,f_FCY_,f_conc_MNP_mg_mL,c_shape_type,c_magnetic_phase,SAR_W_g,f_avg_core_sd_ _BOTH,f_area_volume_ratio,f_Mr_Ms_BOTH,f_dopant_ratio_1,f_dopant_ratio_2
10.1016/ j.jallcom.2023.172588,19.3,67.3,0,Mn0.5Zn0.5Fe2O4,Mn,Zn,TMAOH,125.7,333,1.7,Nanoflower,superparamagnetic,167.1,0.3,,,0.5,0.5
10.1016/ j.cap.2024.10.010,22,22.216,200.63,MgFe1.9Nd0.1O4,Nd,,,125.66,333,10,spherical,ferrimagnetic,21.52,,,,0.1,
10.1016/ j.cap.2024.10.010,9.5,35.86,3.57,MgFe1.9Nd0.1O4,Nd,,,125.66,333,10,spherical,ferrimagnetic,4.93,,,,0.1,
10.1016/ j.jmmm.2025.172808,10.8,44.88,4.31,MgFe1.9Nd0.1O4,Nd,,,125.66,333,10,spherical,ferrimagnetic,5.41,,,,0.1,
10.1016/ j.jmmm.2025.172808,13,50.72,4.15,MgFe1.9Nd0.1O4,Nd,,,125.66,333,10,spherical,ferrimagnetic,42.22,,,,0.1,
10.1016/ j.jmmm.2025.172808,8,24.02,,Mn0.5Zn0.5Fe2O4,Mn,Zn,PEG,125.6,333,10,spherical,superparamagnetic,4.08,0.2,,,0.6,0.57
10.1016/ j.jmmm.2025.172808,9.5,36.67,,Mn0.5Zn0.5Fe2O4,Mn,Zn,PEG,125.6,333,10,spherical,superparamagnetic,4.93,0.17,,,0.5,0.46
10.1016/ j.jmmm.2025.172808,10.8,45.62,,Mn0.5Zn0.5Fe2O4,Mn,Zn,PEG,125.6,333,10,spherical,superparamagnetic,5.41,0.09,,,0.46,0.4
10.1016/ j.jmmm.2025.172808,13.8,54.36,,Mn0.5Zn0.5Fe2O4,Mn,Zn,PEG,125.6,333,10,spherical,superparamagnetic,42.22,0.13,,,0.12,0.24
10.1016/ j.jallcom.2023.173407,7.5,25.85,,Mn0.5Zn0.5Fe2O4,Zn,Mn,lauric acid,125.6,330,50,nanocube,superparamagnetic,2.8,1.4,,,0.5,0.5
10.1016/ j.jallcom.2023.173407,9.6,31.92,,Mn0.6Zn0.4Fe2O4,Zn,Mn,lauric acid,125.6,330,50,nanocube,superparamagnetic,11.4,0.1,,,0.4,0.6
10.1016/ j.jallcom.2023.173407,11.6,39.81,,Mn0.7Zn0.3Fe2O4,Zn,Mn,lauric acid,125.6,330,50,nanocube,superparamagnetic,29.7,0.5,,,0.3,0.7
10.1016/ j.jallcom.2023.173407,11.7,41.5,,Mn0.8Zn0.2Fe2O4,Zn,Mn,lauric acid,125.6,330,50,nanocube,superparamagnetic,41.5,0.5,,,0.2,0.8
10.1016/ j.jallcom.2023.173407,12.3,31.54,,Mn0.9Zn0.1Fe2O4,Zn,Mn,lauric acid,125.6,330,50,nanocube,superparamagnetic,94.7,0.5,,,0.1,0.9
10.1016/ j.jallcom.2023.173407,,77.8,0,Fe3O4,,,TEA-TTEG,124.45,1001.1,0.5,nanoflower,superparamagnetic,909.4,,,,,
10.1016/ j.jallcom.2023.173407,,58.2,0,Fe3O4,,,TMA,124.44,1001.1,0.5,spherical,superparamagnetic,80.3,3,,,,
10.1016/ j.jallcom.2023.173407,29.4,61.8,0,Fe3O4,,,TMA-ATA,124.44,1001.1,0.5,spherical,superparamagnetic,96.3,2,,,,
10.1016/ j.matchemphys.2026.132326,7,62.2,0,Fe3O4,,,PMA,124.44,1001.1,0.5,spherical,superparamagnetic,80.3,3,,,,
10.1016/ j.matchemphys.2026.132326,9,63.2,0,Fe3O4,,,PMA-ATA,124.44,1001.1,0.5,spherical,superparamagnetic,96.3,2,,,,
10.1016/ j.matchemphys.2026.132326,8,73.6,0,Fe3O4,,,ATA,124.44,1001.1,0.5,spherical,superparamagnetic,183.3,3,,,,
10.1016/ j.matchemphys.2026.132326,8,66.3,0,Fe3O4,,,TA-ATA,124.44,1001.1,0.5,spherical,superparamagnetic,200.1,3,,,,
10.1016/ j.tiv.2023.105760,10,66.3,0,Fe3O4,,,TA-ATA,124.44,1001.1,1,spherical,superparamagnetic,158.2,3,,,,
10.1016/ j.tiv.2023.105760,9,66.3,0,Fe3O4,,,TA-ATA,124.44,1001.1,2,spherical,superparamagnetic,212.9,3,,,,
10.1016/ j.tiv.2023.105760,9,66.3,0,Fe3O4,,,TA-ATA,124.44,1001.1,4,spherical,superparamagnetic,188.7,3,,,,
10.1016/ j.tiv.2023.105760,9,66.3,0,Fe3O4,,,TA-ATA,124.44,1001.1,8,spherical,superparamagnetic,147.8,3,,,,
10.1016/ j.tiv.2023.105760,9,61,0,MnFe2O4,,,,123.18,276,,spherical,,92,,,,,
10.1016/ j.tiv.2023.105760,9,,,Fe3O4,,,,120,331,,,,32,,,,,
10.1016/ j.inoche.2024.112466,16,41.2,55.9,MnFe2O4,Ni,,PEG-400,119.3,586.4,1,nanocube,soft ferrimagnetic,129,,,0.153,0,
10.1016/ j.inoche.2024.112466,11.2,39.19,0,Fe3O4,,,,116.52,198,1,polygonal,superparamagnetic,110.62,,,0,,
10.1016/ j.inoche.2024.112466,32,22.87,,Fe3O4,,,chitosan,116.52,198,1,polygonal,superparamagnetic,80.87,,,,,
10.1016/ j.inoche.2024.112466,25,18.33,,Fe3O4,,,chitosan,116.52,198,1,polygonal,superparamagnetic,64.6,,,,,
10.1016/ j.inoche.2024.112466,17.5,28,0,Fe3O4,,,chitosan,116.52,198,1,polygonal,superparamagnetic,88.27,,,0,,
10.1016/ j.inoche.2024.112466,17.5,24,0,Fe3O4,,,chitosan,116.52,198,1,polygonal,superparamagnetic,79.89,,,0,,
10.1016/ j.inoche.2024.112466,25,22.706,95.022,MgFe1.9Yb0.1O4,Yb,,,116.42,198,,spherical,ferrimagnetic,87.26,,,,0.1,
10.1016/ j.inoche.2024.112466,25,15.779,34.92,MgFe1.9Pr0.1O4,Pr,,,116.42,198,,spherical,ferrimagnetic,11.79,,,,0.1,
10.1016/ j.inoche.2024.112466,36.2,15.659,32.074,MgFe1.9Gd0.1O4,Gd,,,116.42,198,,spherical,ferrimagnetic,25.35,,,,0.1,
10.1016/ j.inoche.2024.112466,11.9,22.216,200.63,MgFe1.9Nd0.1O4,Nd,,,116.42,198,,spherical,ferrimagnetic,21.52,,,,0.1,
10.1016/ j.inoche.2024.112466,9.5,58.8,15.4,Fe3O4,,,iodixal,115.6,400,20,spherical,ferrimagnetic,45.6,,,0.0185,,
10.1016/ j.inoche.2024.112466,22,55.4,5.13,Fe3O4,,,iodixal,115.6,400,20,spherical,ferrimagnetic,22.24,6.08,,0.0158,,
10.1016/ j.molliq.2025.127512,107,46,3.32,Fe3O4,,,iodixal,115.6,400,20,spherical,ferrimagnetic,15.46,4.41,,0.0113,,
10.1016/ j.molliq.2025.127512,67,,,gamma-Fe2O3,,,,113.1,880,,spherical,ferrimagnetic,42,,,,,
10.1016/ j.molliq.2025.127512,53,,,Fe3O4,,,,113.1,880,,spherical,ferrimagnetic,45,,,,,
10.1016/ j.molliq.2025.127512,125,,,La0.75Sr0.25MnO3,Sr,,,113.1,800,,spherical,ferromagnetic,6,,,,0.25,
10.1016/ j.molliq.2025.127512,125,,,La0.75Sr0.25MnO3,Sr,,,113.1,800,,spherical,ferromagnetic,4,,,,0.25,
10.1016/ j.molliq.2025.127512,175,,,CoFe2O4,,,Fe3O4,113,337,,,,92.27,,,,,
10.1016/ j.molliq.2025.127512,175,49,0,CoFe2O4,,,citric acid,111.9,220,5,spherical,superparamagnetic,152.7,,,0,,
10.1016/ j.molliq.2025.127512,24,50.7,0,Fe3O4,,,dextran,109.36,108,2,spherical,superparamagnetic,107.391,,,0,,
10.1016/ j.molliq.2025.127512,7,49.06,0,Zn0.3Fe2.7O4,Zn,Ni,oleic acid and sodium oleate,109.36,465,1,spherical,superparamagnetic,579,1.6,,,0.3,
10.1016/ j.molliq.2025.127512,19,33.15,0,Fe3O4,,,oleic acid and sodium oleate,109.36,465,1,spherical,superparamagnetic,181,2.6,,,,
10.1016/ j.molliq.2025.127512,9.5,49.06,0,Zn0.3Fe2.7O4,Zn,,oleic acid and sodium oleate,109.36,465,1,,superparamagnetic,325,1.6,,,0.3,
10.1016/ j.molliq.2025.127512,11.7,33.15,0,Fe3O4,,,oleic acid and sodium oleate,109.36,465,1,spherical,superparamagnetic,118,2.6,,,,
10.1016/ j.ceramint.2022.07.291,9.5,33.15,,Fe3O4,,,,109.34,465,,spherical,superparamagnetic,118,,,,,
10.1016/ j.ceramint.2022.07.291,11.7,49.06,,Zn0.3Fe2.7O4,Zn,,,109.34,465,,spherical,superparamagnetic,579,,,,0.3,
10.1016/ j.ceramint.2022.07.291,11.2,172,,Fe3O4,,,oleic acid + sodium oleate,109.34,465,1,spherical,superparamagnetic,181,,,,,
10.1016/ j.ceramint.2022.07.291,9.4,198,,Mn0.2Fe2.8O4,Mn,,oleic acid + sodium oleate,109.34,465,1,spherical,superparamagnetic,339,,,,0.2,
10.1016/ j.jmmm.2023.171656,11.9,201,,Mn0.4Fe2.6O4,Mn,,oleic acid + sodium oleate,109.34,465,1,spherical,superparamagnetic,5510,,,,0.4,
10.1016/ j.jmmm.2023.171656,9.6,,0,Fe3O4,,,Double surfactant (oleic acid and Sodium Oleate),109.3,465,1,spherical,superparamagnetic,118,0.2,,,,
10.1016/ j.jmmm.2023.171656,9.1,,0,Mn0.4Fe2.6O4,Mn,,Double surfactant (oleic acid and Sodium Oleate),109.3,465,1,spherical,superparamagnetic,342,0.3,,,0.4,
10.1016/ j.jmmm.2023.171656,12.1,,0,Mn0.8Fe2.2O4,Mn,,Double surfactant (oleic acid and Sodium Oleate),109.3,465,1,spherical,superparamagnetic,161,0.1,,,0.8,
10.1016/ j.jmmm.2023.171656,9.6,77.8,0,Fe3O4,,,TEA-TTEG,108.1,474.7,0.5,nanoflower,superparamagnetic,330.8,,,,,
10.1016/ j.colsurfa.2025.136747,6.3,63,0,Fe3O4,,,,105,198,2,spherical,superparamagnetic,353,0.3,Large,0,,
10.1016/ j.bbagen.2023.130543,29.4,,0,Fe3O4,,,TMAOH,105,198,2,spherical,superparamagnetic,393,0.1,,0,,
10.1016/ j.bbagen.2023.130543,7,63,0,Fe3O4,,,,105,198,2,spherical,superparamagnetic,353,0.3,,0,,
10.1016/ j.bbagen.2023.130543,6.1,,0,Fe3O4,,,TMAOH,105,198,2,spherical,superparamagnetic,393,0.1,,0,,
10.1016/ j.bbagen.2023.130543,7,20.7,0,gamma-Fe2O3,,,bioactive glass,105,198,2,spherical,superparamagnetic,343,,,0,,
10.1016/ j.bbagen.2023.130543,6.1,49,0,CoFe2O4,,,citric acid,101.8,220,5,spherical,superparamagnetic,115,,,0,,
10.1016/ j.bbagen.2023.130543,10,,,Fe3O4,,,folic acid - PEG,100.6,230,,spherical,superparamagnetic,248,,,,,
10.1016/ j.jmmm.2021.168233,7,,,Fe3O4,,,cystene,100.6,230,,spherical,superparamagnetic,156,,,,,
10.1016/ j.jmmm.2021.168233,9.3,61.4,8.3,Fe3O4,,,,100.6,500,40,spherical,superparamagnetic,3.49,0.19,,0.05,,
10.1016/ j.jmmm.2021.168233,8,60.13,21.98,Fe3O4,Co,,,100.6,500,40,irregular,superparamagnetic,25.87,0.19,,0.04,0.02,
10.1016/ j.jmmm.2021.168233,10.2,56.63,22.34,Fe3O4,Co,,,100.6,500,40,irregular,superparamagnetic,17.87,0.56,,0.03,0.05,
10.1016/ j.jmmm.2021.168233,10.84,56.27,57.54,Fe3O4,Co,,,100.6,500,40,irregular,superparamagnetic,10.92,0.24,,0.02,0.1,
10.1016/ j.jmmm.2021.168233,10.2,,,Fe3O4,,,folic acid - PEG,100.56,230,,,,248,,,,,
10.1016/ j.jmmm.2021.168233,11.62,,,Fe3O4,,,cystene,100.56,230,,,,156,,,,,
10.1016/ j.jmmm.2021.168233,9.3,,,Fe3O4,,,PPy-PEG-FA,100.56,230,,sphericals,,487,,,,,
10.1016/ j.jmmm.2021.168233,8,,,Fe3O4,,,thiolated-PEG,100.56,230,,sphericals,,248,,,,,
10.1016/ j.jmmm.2021.168233,10,56.64,9.95,Fe3O4,,,,100.53,500,40,irregular,superparamagnetic,6.47,,,0.009,,
10.1016/ j.biomaterials.2025.123277,8,56.64,9.95,Fe3O4,,,,100.53,500,40,irregular,superparamagnetic,6.47,9.51,,0.52,,
10.1016/ j.biomaterials.2025.123277,10,53.11,9.7,Fe3O4,,,PEG-6000,100.53,500,40,nanocubeal,superparamagnetic,8.64,9.85,,0.45,,
10.1016/ j.biomaterials.2025.123277,10,53.06,23.06,Fe3O4,,,PEG-6000,100.53,500,40,Rectangular,superparamagnetic,14.22,10.05,,1.11,,
10.1016/ j.jallcom.2023.172830,10,48.13,35.34,Fe3O4,,,PEG-6000,100.53,500,40,irregular,superparamagnetic,15.42,11.27,,1.52,,
10.1016/ j.jallcom.2023.172830,11,49.1,13.66,Fe3O4,,,PEG-6000,100.53,500,40,Pseudo-hexagonal,superparamagnetic,21.59,10.64,,1.06,,
10.1016/ j.jddst.2025.106953,12,81.3,185.92,Fe3O4,,,PEI,100.52,110,10,spherical,ferrimagnetic,20,12,,0.36,,
10.1016/ j.jddst.2025.106953,12,56.61,9.95,Fe3O4,,,,100.5,500,40,,superparamagnetic,6.47,,,0.00918,,
10.1016/ j.jddst.2025.106953,70,50.3,5.66,Fe3O4,,,chitosan,100.5,500,40,,superparamagnetic,31.6,,,0.00497,,
10.1016/ j.jddst.2025.106953,9.51,51.61,6.49,Fe3O4,,,chitosan,100.5,500,40,,superparamagnetic,20.01,,,0.00581,,
10.1016/ j.jddst.2025.106953,8.88,49.43,8.01,Fe3O4,,,chitosan,100.5,500,40,,superparamagnetic,32.65,,,0.00728,,
10.1016/ j.jddst.2025.106953,8.99,47.75,6.83,Fe3O4,,,chitosan,100.5,500,40,,superparamagnetic,27.38,,,0,,
10.1016/ j.jddst.2025.106953,8.59,4,,gamma-Fe2O3,,,carboxymethyl-dextran,100,160,,aggregate,superparamagnetic,22,,,,,
10.1016/ j.jddst.2025.106953,11.13,59.9,25.5,CoFe2O4,,,PMA-co-PHEMA,100,230,10,spherical,ferrimagnetic,4.8,,,,,
10.1016/ j.jddst.2025.106953,30,59.9,25.5,CoFe2O4,,,PMA-co-PHEMA,100,230,20,spherical,ferrimagnetic,6,,,,,
10.1016/ j.jddst.2025.106953,8.7,59.9,25.5,CoFe2O4,,,PMA-co-PHEMA,100,230,20,spherical,ferrimagnetic,26.1,,,,,
10.1016/ j.jddst.2025.106953,8.7,54.2,54,Fe3O4,,,APTMS and Ag,100,10,,Round,soft ferromagnetic,0.81,,High,,,
10.1016/ j.jddst.2025.106953,8.7,54.1,57,Fe3O4,,,,100,10,333.33,semi-spherical,soft ferromagnetic,0.8,1.7,,,,0.22
10.1016/ j.jddst.2025.106953,20.8,54.1,57,Fe3O4,,,,100,15,333.33,semi-spherical,soft ferromagnetic,1.7,1.7,,,,0.22
10.1016/ j.jddst.2025.106953,9.7,54.1,57,Fe3O4,,,,100,20,333.33,semi-spherical,soft ferromagnetic,2.3,1.7,,,,0.22
10.1016/ j.jddst.2025.106953,9.7,,,CoZn ferrite,,,,100,100,,,,2.56,,,,,
10.1007/ s43994-025-00262-1,9.7,90.2,152.12,Fe3O4,,,,100,165.3,,spherical,Superparamagentic,16.8,2,high,22.4,,
10.1007/ s43994-025-00262-1,13,90.2,152.12,Fe3O4,,,,100,245.6,,spherical,Superparamagentic,37.7,2,high,22.4,,
10.1007/ s43994-025-00262-1,6.5,,,Fe2.75Gd0.25O4,Gd,,,100,450,1,,,87.8,0.5,,,0.25,
10.1007/ s43994-025-00262-1,6.5,53,117,MnFe2O4,,,,100,450,5,spherical,superparamagnetic,159.2,2.1,,,,
10.1007/ s43994-025-00262-1,12.5,60.6,96,MnTb0.03Fe1.97O4,Tb,,,100,450,5,spherical,,273.2,2.4,,,0.03,
10.1007/ s43994-025-00262-1,20.6,51.4,119,MnTb0.06Fe1.94O4,Tb,,,100,450,5,spherical,,132.1,2.5,,,0.06,
10.1007/ s43994-025-00262-1,24.3,44,174,MnTb0.09Fe1.91O4,Tb,,,100,450,5,spherical,,108.7,2.5,,,0.09,
10.1007/ s43994-025-00262-1,24.5,36.9,133,MnTb0.12Fe1.88O4,Tb,,,100,450,5,spherical,,83.6,2.6,,,0.12,
10.1007/ s43994-025-00262-1,25.2,29.4,172,MnTb0.15Fe1.85O4,Tb,,,100,450,5,spherical,,75.4,2.6,,,0.15,
10.1007/ s43994-025-00262-1,26,,,Zn0.05Mn0.95Fe2O4,Zn,Mn,,100,150,200,spherical,superparamagnetic,6.5,1.3,,,0.05,0.95
10.1007/ s43994-025-00262-1,26.4,,,Zn0.1Mn0.9Fe2O4,Zn,Mn,,100,150,200,spherical,superparamagnetic,8.2,1,,,0.1,0.9
10.1007/ s43994-025-00262-1,27,,,Zn0.15Mn0.85Fe2O4,Zn,Mn,,100,150,200,spherical,superparamagnetic,13.1,0.8,,,0.15,0.85
10.1007/ s43994-025-00262-1,21,,,Zn0.2Mn0.8Fe2O4,Zn,Mn,,100,150,200,spherical,superparamagnetic,12.5,0.6,,,0.2,0.8
10.1007/ s43994-025-00262-1,17,,,Zn0.25Mn0.75Fe2O4,Zn,Mn,,100,150,200,spherical,superparamagnetic,12.1,0.4,,,0.25,0.75
10.1007/ s43994-025-00262-1,13,,,Zn0.3Mn0.7Fe2O4,Zn,Mn,,100,150,200,spherical,superparamagnetic,10.4,0.36,,,0.3,0.7
10.1007/ s43994-025-00262-1,9,65.5,994,CoFe2O4,,,,100,450,4,,,10.5,0.2,,0.35,,
10.1007/ s43994-025-00262-1,7,44,1828,CoGd0.05Fe1.95O4,Gd,,,100,450,4,,,8.4,0.2,,0.42,0.05,
10.1007/ s43994-025-00262-1,8.5,54.4,1470,CoGd0.15Fe1.85O4,Gd,,,100,450,4,,,13.6,0.1,,0.32,0.15,
10.1007/ s43994-025-00262-1,9.1,31.9,688,CoGd0.25Fe1.75O4,Gd,,,100,450,4,,,7.3,0.1,,0.35,0.25,
10.1007/ s43994-025-00262-1,8.8,45.9,8.3,Fe3O4,,,algite,100,450,2,,superparamagnetic,146.3,,,,,
10.1007/ s43994-025-00262-1,10.9,53.1,54,Fe3O4,,,,100,10,,spherical,Cubic,1.03,,,,,
10.1007/ s43994-025-00262-1,12.5,80,0.06,Mn0.75Zn0.25Fe2O4,Mn,Zn,,100,175,,spherical,ferrimagnetic,10.89,,,,0.75,0.25
10.1007/ s43994-025-00262-1,20.7,60,0.07,Mn0.75Zn0.25Fe2O4,Mn,Zn,,100,175,,spherical,ferrimagnetic,11.1,,,,0.5,0.5
10.1007/ s43994-025-00262-1,30.1,40,0.08,Mn0.75Zn0.25Fe2O4,Mn,Zn,,100,175,,spherical,ferrimagnetic,11.1,,,,0.25,0.75
10.1007/ s43994-025-00262-1,29.6,,,Fe3O4,,,poly-L-lysine,98.68,190,1.2,spherical,superparamagnetic,14.5,,,,,
10.1007/ s43994-025-00262-1,20.3,,,Fe3O4,,,poly-L-lysine,98.68,190,2.5,spherical,superparamagnetic,14.5,,,,,
10.1007/ s43994-025-00262-1,11,,,Fe3O4,,,poly-L-lysine,98.68,190,5,spherical,superparamagnetic,14.5,,,,,
10.1007/ s43994-025-00262-1,11,,,Fe3O4,,,poly-L-lysine,98.68,190,7,spherical,superparamagnetic,14.5,,,,,
10.1007/ s43994-025-00262-1,11,,,Fe3O4,,,poly-L-lysine,98.68,190,11.3,spherical,superparamagnetic,14.5,,,,,
10.1007/ s43994-025-00262-1,11,56,0,Fe3O4,,,,90.4,622,10,spherical,superparamagnetic,2.09,,"54.23 m², g",,,
10.1007/ s43994-025-00262-1,11,56,0,Fe3O4,,,,90.4,622,15,spherical,superparamagnetic,1.3,,"54.23 m², g",,,
10.1007/ s43994-025-00262-1,20,56,0,Fe3O4,,,,90.4,622,20,spherical,superparamagnetic,3.4,,"54.23 m², g",,,
10.1007/ s43994-025-00262-1,20,47,0,Fe3O4,,,SiO2,90.4,622,5,spherical,superparamagnetic,59.91,,"70.48 m², g",,,
10.1007/ s43994-025-00262-1,20,47,0,Fe3O4,,,SiO2,90.4,622,10,spherical,superparamagnetic,9.7,,"70.48 m², g",,,
10.1007/ s43994-025-00262-1,12.76,47,0,Fe3O4,,,SiO2,90.4,622,15,spherical,superparamagnetic,36.69,,"70.48 m², g",,,
10.1007/ s43994-025-00262-1,12.76,47,0,Fe3O4,,,SiO2,90.4,622,20,spherical,superparamagnetic,12.54,,"70.48 m², g",,,
10.1007/ s43994-025-00262-1,12.76,81.6,52.03,Fe3O4,,,sodium citrate,89.97,300,1,nanoflower,ferrimagnetic,116.2,,,0.079645,,
10.1007/ s43994-025-00262-1,12.76,77.8,0,Fe3O4,,,TEA-TTEG,89.45,632.3,0.5,nanoflower,superparamagnetic,467.3,,,,,
10.1007/ s43994-025-00262-1,200,,,Fe3O4,,,oleic acid,88,63,20,spherical,superparamagnetic,50,,,,,
10.1007/ s43994-025-00262-1,29.4,,,Fe3O4,,,oleic acid,88,63,20,spherical,superparamagnetic,78,,,,,
10.1007/ s43994-025-00262-1,6,,,Fe3O4,,,oleic acid,88,63,20,spherical,superparamagnetic,123,,,,,
10.1007/ s43994-025-00262-1,8,,,Fe3O4,,,,88,63,20,spherical,superparamagnetic,21,,,,,
10.1007/ s43994-025-00262-1,10,,,Fe3O4,,,amisilane (APTES),88,63,20,spherical,superparamagnetic,77,,,,,
10.1007/ s43994-025-00262-1,10,,,Fe3O4,,,oleic acid + SDBS,88,63,20,spherical,superparamagnetic,120,,,,,
10.1007/ s43994-025-00262-1,10,65.75,90,Fe3O4,,,TREG,88,623.4,33.33,spherical,superparamagnetic,16.17,,,,,
10.1007/ s43994-025-00262-1,10,65.75,90,Fe3O4,,,TREG,88,623.4,16.66,spherical,superparamagnetic,28.36,,,,,
10.1007/ s43994-025-00262-1,11,65.75,90,Fe3O4,,,TREG,88,623.4,8.32,spherical,superparamagnetic,31.95,,,,,
10.1007/ s43994-025-00262-1,11,65.75,90,Fe3O4,,,TREG,88,623.4,4.16,spherical,superparamagnetic,46.99,,,,,
10.1007/ s43994-025-00262-1,11,65.75,90,Fe3O4,,,TREG,88,623.4,0.83,spherical,superparamagnetic,123.75,,,,,
10.1007/ s43994-025-00262-1,11,50.7,0,Fe3O4,,,dextran,87.99,108,2,spherical,superparamagnetic,72.012,,,0,,
10.1007/ s43994-025-00262-1,11,50.7,0,Fe3O4,,,dextran,87.99,170,2,spherical,superparamagnetic,115.106,,,0,,
10.1007/ s43994-025-00262-1,19,81.6,52.03,Fe3O4,,,sodium citrate,87.59,300,1,nanoflower,ferrimagnetic,99.4,,,0.079645,,
10.1007/ s43994-025-00262-1,19,81.6,52.03,Fe3O4,,,sodium citrate,87.59,260,1,nanoflower,ferrimagnetic,89.6,,,0.079645,,
10.1007/ s43994-025-00262-1,200,81.6,52.03,Fe3O4,,,sodium citrate,87.59,380,1,nanoflower,ferrimagnetic,132.3,,,0.079645,,
10.1007/ s43994-025-00262-1,200,49,0,CoFe2O4,,,citric acid,84.2,220,5,spherical,superparamagnetic,80,,,0,,
10.1007/ s43994-025-00262-1,200,88.6,77.33,Fe3O4,,,,84.07,300,1,hollow-spherical,ferrimagnetic,47.6,,,0.104965,,
10.1007/ s43994-025-00262-1,7,77.5,36.47,Fe3O4,,,,84.07,300,1,nanoflower,ferrimagnetic,79.1,,,0.055477,,
10.1007/ s43994-025-00262-1,500,81.6,52.03,Fe3O4,,,sodium citrate,84.07,300,1,nanoflower,ferrimagnetic,87.5,,,0.079645,,
10.1007/ s43994-025-00262-1,200,,0,Fe3O4,,,dextran,81.7,400,,spheroid,superparamagnetic,0.1,,,,,
10.1007/ s43994-025-00262-1,200,39,43,CoFe2O4,,,,80,178,5,spherical,ferromagnetic,142,2.2,,,,
10.1007/ s43994-025-00262-1,4,52,378,CoFe2O4,,,,80,178,5,spherical,ferromagnetic,45,2.5,,,,
10.1007/ s43994-025-00262-1,13.5,76,850,CoFe2O4,,,,80,178,5,spherical,ferromagnetic,7,4.07,,,,
10.1007/ s43994-025-00262-1,17.8,62.4,78,MnFe2O4,Zn,,,80,178,5,spherical,ferrimagnetic,21.6,,,0.128,0,
10.1007/ s43994-025-00262-1,24.16,69.2,62,Mn0.8Zn0.2Fe2O4,Zn,,,80,178,5,spherical,ferrimagnetic,48.7,,,0.098,0.2,
10.1007/ s43994-025-00262-1,13,75.3,45,Mn0.6Zn0.4Fe2O4,Zn,,,80,178,5,spherical,ferrimagnetic,85.4,,,0.082,0.4,
10.1007/ s43994-025-00262-1,14,64.1,28,Mn0.4Zn0.6Fe2O4,Zn,,,80,178,5,spherical,ferrimagnetic,51.2,,,0.045,0.6,
10.1007/ s43994-025-00262-1,16,48.2,12,Mn0.2Zn0.8Fe2O4,Zn,,,80,178,5,spherical,ferrimagnetic,15.3,,,0.021,0.8,
10.1007/ s43994-025-00262-1,16,55.13,1,MnFe2O4,,,,80,236,6,spherical,superparamagnetic,10.42,,,,,
10.1007/ s43994-025-00262-1,17,56.12,1.6,MnFe2O4,,,,80,236,6,spherical,superparamagnetic,65.52,,,,,
10.1007/ s43994-025-00262-1,11,56.8,4.7,MnFe2O4,,,,80,236,6,spherical,superparamagnetic,33.36,,,,,
10.1007/ s43994-025-00262-1,18.3,64.26,8.2,MnFe2O4,,,,80,236,6,spherical,superparamagnetic,18.8,,,,,
10.1007/ s43994-025-00262-1,46.6,,,Fe3O4,,,BSA,79.2,400,,,,36,,,,,
10.1007/ s43994-025-00262-1,70,,,Fe3O4,,,citrate,79.2,400,,,,5.2,,,,,
10.1007/ s43994-025-00262-1,12.1,,,Fe3O4,,,BSA,79.2,400,,spherical,superparamagnetic,36,,,,,
10.1007/ s43994-025-00262-1,10.4,,,Fe3O4,,,citrate,79.2,400,,spherical,superparamagnetic,5.2,,,,,
10.1007/ s43994-025-00262-1,12.1,20.8,59.457,MgFe2O4,,,liposomes,79.2,300,5,spherical,ferromagnetic,137,,,,,
10.1007/ s43994-025-00262-1,10.4,20.8,59.457,MgFe2O4,,,liposomes,79.2,300,10,spherical,,170,,,0.107,,
10.1007/ s43994-025-00262-1,23.7,,,MgFe2O4,,,liposomes,79.2,300,15,spherical,,205,,,,,
10.1007/ s43994-025-00262-1,23.7,20.8,59.457,MgFe2O4,,,quercetin-loaded liposomes,79.2,300,5,spherical,ferromagnetic,137,,,0.107,,
10.1007/ s43994-025-00262-1,35.5,20.8,59.457,MgFe2O4,,,quercetin-loaded liposomes,79.2,300,10,spherical,ferromagnetic,181,,,0.107,,
10.1007/ s43994-025-00262-1,329.5,20.8,59.457,MgFe2O4,,,quercetin-loaded liposomes,79.2,300,15,spherical,ferromagnetic,197,,,0.107,,
10.1007/ s43994-025-00262-1,329.5,40.53,,Mn0.9Zn0.1Fe2O4,Mn,Zn,,75.78,130,1,spherical,superparamagnetic,18.29,,,,0.9,0.1
10.1007/ s43994-025-00262-1,329.5,227.94,,FeCo,,,"Au, PEG",75.4,191,11,spherical,superparamagnetic,2.3,,,,,
10.1007/ s43994-025-00262-1,10,227.94,,FeCo,,,"Au, PEG",75.4,312,11,spherical,superparamagnetic,3.1,,,,,
10.1007/ s43994-025-00262-1,12,227.94,,FeCo,,,"Au, PEG",75.4,385,11,spherical,superparamagnetic,6.1,,,,,
10.1007/ s43994-025-00262-1,12,59.9,25.5,CoFe2O4,,,PMA-co-PHEMA,75,230,20,spherical,ferrimagnetic,15.2,,,,,
